event_id,ts,user_id,item_id,event_type
76ba7c5d-aa10-4c6f-9922-a81545be1986,2024-06-03T17:03:00,u_194,i_174,add_to_cart
1752be6e-a900-4af0-ae04-dd8aae9d3318,2024-06-18T02:06:00,u_64,i_109,view
e70367f2-c352-488c-b5b4-cfd7456f0024,2024-08-01T03:22:00,u_45,i_13,view
a7dd39fd-c811-4721-a7fc-f26fa3689977,2024-06-02T20:40:00,u_140,i_135,view
112ebcf9-4c62-47d4-9e1a-fa5cd01f2fe0,2024-06-21T19:06:00,u_114,i_244,view
1e182398-1738-47a9-a3db-24a6e07ccacb,2024-08-25T22:53:00,u_30,i_78,add_to_cart
74b83154-c3f0-46bc-ba89-784312ad45b2,2024-05-18T03:09:00,u_200,i_44,add_to_cart
828bcc7d-99db-4807-aa24-44a4f702b306,2024-06-27T14:26:00,u_49,i_240,add_to_cart
d2a7965c-d1ad-4f41-96b6-47a1ab04cca3,2024-05-10T02:45:00,u_85,i_118,view
be6fbe0b-9dde-44a7-b55b-9d44371dc2ca,2024-06-23T15:58:00,u_76,i_143,view
a210380e-aa80-48bb-bf79-ff2aa68af7f0,2024-07-31T07:30:00,u_177,i_72,view
5f83ff66-146a-4bb2-a8a2-d4d328774926,2024-06-12T15:29:00,u_64,i_113,view
2c3e259e-9792-48e9-83cf-d59122a1ba71,2024-05-27T16:03:00,u_110,i_289,view
178596fd-93f7-434a-993c-dc9181b01a34,2024-05-20T00:47:00,u_129,i_277,view
ba22b705-8961-462c-84ec-9f176e310a15,2024-07-12T07:58:00,u_82,i_297,view
6c52e473-4d0e-4980-b49c-fa164e3d91ee,2024-05-23T06:54:00,u_1,i_289,add_to_cart
cc01938e-136d-464e-8cef-53eccd2647ef,2024-06-11T13:42:00,u_185,i_223,view
9cefe257-81ef-4963-b54e-39dc3ae670f0,2024-07-29T07:57:00,u_109,i_19,view
05bfbacf-0750-44b9-b130-b77a2140eb63,2024-08-06T08:06:00,u_176,i_265,view
435a44ee-f120-4818-ac06-888848795af3,2024-07-20T20:29:00,u_185,i_263,view
7dcfd574-7e76-482b-9665-487bb0423adf,2024-07-27T01:52:00,u_87,i_151,view
e6599a62-48f1-45db-99ba-78b7a57efe6d,2024-06-18T09:55:00,u_117,i_230,view
a84850cf-3b00-448c-9350-cb9b78f0d144,2024-06-14T20:15:00,u_131,i_121,purchase
b6877a94-9e94-42ab-b972-81ac67643c84,2024-07-02T21:10:00,u_146,i_39,view
ad0873e1-e354-499e-b075-5d871463db7d,2024-06-28T23:13:00,u_73,i_101,purchase
9cea7040-94c1-4717-85d5-be3bc476542f,2024-07-29T09:59:00,u_24,i_22,view
1ab4d02c-e5e3-457b-90ba-115a91c59d49,2024-06-25T19:46:00,u_40,i_237,purchase
891b8cc3-8141-4f0f-9ed0-c105b5e545af,2024-05-16T23:52:00,u_134,i_239,view
0f36fde2-785a-4996-b52e-168efa17c87e,2024-06-30T20:40:00,u_70,i_111,add_to_cart
f2ce36dc-128b-4541-9669-98d5f0b1ddf9,2024-07-25T23:26:00,u_130,i_23,purchase
78d64deb-d6a3-420a-9d5f-a88b9cbef12b,2024-05-12T19:35:00,u_73,i_28,purchase
6d47a500-d512-4a9b-8453-12fba079c502,2024-07-07T01:55:00,u_126,i_134,add_to_cart
1bc228f0-d90d-4b96-9baa-44f0de3d5eee,2024-05-03T14:41:00,u_8,i_191,view
edd5b47f-3d26-4973-8bcb-243832b2279c,2024-08-23T16:30:00,u_54,i_244,view
3d69d036-257f-4e11-81f0-1bcda20dbb74,2024-07-24T16:08:00,u_157,i_215,view
a961c921-c322-40fe-818f-a85c9ad678d4,2024-05-26T11:17:00,u_76,i_35,view
aaf9474b-26a7-4114-acbb-72ac16e58bf2,2024-08-11T18:42:00,u_31,i_276,add_to_cart
7c8fbbb9-da69-4a9d-92e1-5ed27cc3da7b,2024-05-23T00:16:00,u_47,i_214,view
ba1d2dbe-a5f9-4509-8d4c-fcd0021b67d2,2024-08-05T04:37:00,u_191,i_239,add_to_cart
4c00a216-0d9c-4d0b-a4ab-0062aff4e0bd,2024-07-23T19:00:00,u_38,i_186,view
96314f45-37a7-45bd-9878-e03c04c8a592,2024-08-18T19:55:00,u_133,i_235,purchase
12b51d12-52d3-46b3-bfaa-e80a974bfb23,2024-07-13T09:05:00,u_35,i_249,view
68fff362-19fc-4247-968e-b213c0319604,2024-05-10T15:21:00,u_35,i_126,purchase
ebe1db1c-bac6-41eb-a7b0-75b12b0d6ad2,2024-07-19T10:46:00,u_193,i_138,view
32d6ee35-98be-462b-8c2a-b6580e6ca6d2,2024-06-11T12:08:00,u_42,i_88,add_to_cart
a2ef0024-9800-4f81-b139-a9f23ba7b0d5,2024-07-05T00:12:00,u_167,i_60,view
d9384366-84f8-46bd-a974-d202338ab2b8,2024-07-02T18:33:00,u_71,i_41,view
f5eb2672-b18a-41b0-926c-a95431fabf32,2024-07-01T23:57:00,u_57,i_68,view
e7379e5d-3ff7-4fc4-9c5c-e56e6937a032,2024-06-06T10:48:00,u_125,i_204,view
0a22c4a7-2cc2-4ca9-82c7-d4e7766296ac,2024-05-01T22:11:00,u_28,i_160,view
f913c66c-aea6-4a3c-9f2e-3ecb58c12a51,2024-07-28T02:12:00,u_38,i_16,view
adc98db5-e09a-479c-a487-874987d9d972,2024-08-23T15:10:00,u_179,i_63,view
b616195c-81cc-40a9-9c4c-f7d0e789f356,2024-07-06T19:31:00,u_177,i_185,purchase
bfd84291-8fe9-4b18-9dd5-035e6fd350f5,2024-05-22T07:37:00,u_38,i_120,view
e6a50e86-fb99-4e3c-9736-13bff08214c8,2024-06-06T06:14:00,u_69,i_16,view
b228b9b2-ce6d-45ee-bd25-48d32df94bdc,2024-05-07T13:28:00,u_36,i_116,view
06ee3ca7-a266-42ee-af62-2096662b68c1,2024-06-25T22:25:00,u_14,i_174,add_to_cart
75908ebb-a97c-45f5-8e91-efc0b949b318,2024-05-11T05:15:00,u_169,i_40,view
3b45735d-057a-47b2-921f-e3a865e86d15,2024-07-18T13:16:00,u_194,i_199,view
b5729461-f2af-4f2b-aa9c-55d782fabed1,2024-06-17T00:21:00,u_184,i_292,view
7dd0243c-f250-4577-97a9-c90ec9285fe9,2024-08-05T10:16:00,u_170,i_43,view
bfd2039a-a269-41d2-b62c-59a3117e1baa,2024-06-03T17:08:00,u_22,i_282,view
474a79b6-2864-4e0f-9b69-d19345985119,2024-08-09T17:20:00,u_37,i_49,view
4a1810a1-795f-44cd-975e-80b28e1dafa8,2024-05-19T09:25:00,u_11,i_6,view
0e67c1c2-ee93-4032-8b0e-35d11efbc991,2024-05-17T01:35:00,u_172,i_107,view
c5dbfa76-73b2-4ad9-aafc-f6cae9873a97,2024-05-21T19:16:00,u_44,i_164,view
6cf4d077-eaa3-43c0-9ffd-bf9cfdfa3aba,2024-07-31T23:44:00,u_52,i_134,view
296b88d3-acb1-4e8e-a3ed-53e150895072,2024-07-11T08:46:00,u_89,i_191,purchase
e1be4e15-bafc-486a-a108-5519be59f049,2024-06-13T07:30:00,u_196,i_299,view
797699a4-3257-466a-99a6-80161fa4163e,2024-05-23T14:08:00,u_53,i_68,view
d4ec95f9-8852-4532-906b-08cc1ef6e091,2024-06-11T21:59:00,u_100,i_86,view
b42b5174-d224-442c-90d8-42d3986a4c8a,2024-05-04T17:38:00,u_30,i_202,view
5e3b1f82-700a-452e-8ae8-fb44366a2893,2024-07-15T10:42:00,u_102,i_15,view
c6e0dcb0-8852-4383-8e72-3a49bd9d7f72,2024-07-28T09:38:00,u_54,i_148,view
680943e0-afca-48fc-b06d-ee53e8ff410c,2024-07-01T06:44:00,u_131,i_272,view
681bc8d7-5f19-4a37-b21a-5dc15911397f,2024-06-30T17:58:00,u_103,i_284,purchase
6b938251-1b1c-48c1-8ac2-92265d77d46b,2024-05-27T22:37:00,u_60,i_30,view
0310de22-fc0c-4212-bce2-f9064e2941d6,2024-06-24T22:08:00,u_73,i_211,add_to_cart
17061290-1d75-42f1-a687-2e3a72fb64af,2024-05-06T01:00:00,u_108,i_135,view
ecebbc5b-5796-429d-ad57-9c7497756c32,2024-06-03T11:12:00,u_76,i_34,add_to_cart
8017e451-71b8-4fbf-a801-e540029fcc9b,2024-07-06T01:08:00,u_13,i_210,view
a598ba61-0144-43a5-a893-83be26b362e4,2024-06-04T07:25:00,u_119,i_254,view
1388f7e5-473b-4f85-a257-2437149a3841,2024-05-27T17:11:00,u_133,i_195,view
bd711d9f-04a7-4a17-b1d5-b853df79f8c8,2024-05-28T02:38:00,u_99,i_246,view
2f58653a-134e-4423-b962-fa6c44870066,2024-06-01T13:21:00,u_200,i_290,view
66069fa7-6541-4418-8d46-10ed20639fe0,2024-07-20T08:57:00,u_18,i_222,view
607f64e1-e013-4b5d-8219-baa7bbcdef7a,2024-06-26T14:22:00,u_176,i_250,view
5d80f8be-cc2c-44d3-a288-bb6bb2554482,2024-06-13T05:13:00,u_109,i_30,view
59710fd1-5cb8-4765-ae6c-524dfbbcf5c7,2024-06-13T21:12:00,u_7,i_48,view
d3acae46-94b3-4a7e-922f-abe75e0f9d8c,2024-07-03T06:39:00,u_169,i_43,view
8e5c3b28-3718-430c-a40b-b9278c34fb9a,2024-07-21T00:12:00,u_26,i_282,view
60407c46-0f6b-4f7b-a08e-dd5180f386b6,2024-07-11T09:33:00,u_183,i_266,add_to_cart
92f803c8-1f0b-48ab-a317-d86754c4502c,2024-05-28T19:32:00,u_139,i_14,view
96f21c7e-14f5-4182-b5e9-32ec4ad2169d,2024-07-20T22:58:00,u_123,i_35,view
fde2da38-06f4-4d7f-8634-ac363dab2937,2024-07-19T07:40:00,u_137,i_290,view
a8f910a0-103c-49f9-a2ef-07be0f2a6c11,2024-08-25T02:23:00,u_65,i_287,add_to_cart
e1c6370c-6790-4874-9282-b55589c7b6a6,2024-06-21T02:02:00,u_48,i_62,add_to_cart
e72ce480-3ec6-40c6-917d-5eae77108694,2024-07-02T14:03:00,u_158,i_69,view
a6932133-e110-44dd-aa16-2f384f4c1a31,2024-06-03T23:48:00,u_103,i_276,add_to_cart
7935ada2-9402-477f-a66b-c223586fd1ef,2024-05-07T12:04:00,u_139,i_253,purchase
1cf470ad-8aa9-4a73-bc84-3a115dac4d29,2024-06-02T06:57:00,u_26,i_226,add_to_cart
2e3a85f6-e157-486d-aab2-4bc4f48d2597,2024-08-11T03:16:00,u_168,i_221,view
5a5cb073-1d67-4996-aec0-c6b3755a8f17,2024-07-28T16:09:00,u_162,i_204,view
e76ffa7e-65bb-42e8-b05e-ade6f1dff087,2024-06-24T05:52:00,u_43,i_299,view
bc6b9b59-0434-4723-b8e7-f7a2e60bf422,2024-05-27T01:22:00,u_67,i_131,view
d2a23b84-4d02-4d11-a27f-009a66a868a8,2024-05-07T20:28:00,u_73,i_268,view
94e7ffa4-1d8c-4ce3-bfa4-9c81a94f57d3,2024-07-09T21:28:00,u_105,i_247,add_to_cart
522dac98-cf30-4f94-96ab-bd42360b74a6,2024-07-24T21:35:00,u_161,i_102,add_to_cart
22aa797e-4ede-4f2a-a45c-5d66931216ad,2024-05-06T18:10:00,u_80,i_9,add_to_cart
76c36303-61e5-4c91-87be-4a39ff6b5142,2024-07-31T09:07:00,u_96,i_298,view
e6d4785e-e0b7-4448-b622-5c7005f0d44d,2024-07-02T11:01:00,u_132,i_124,view
d3a90819-6090-4508-9c5e-1726ec5d3b22,2024-07-02T10:01:00,u_7,i_234,view
dd6768fa-c98c-46de-a520-df43e9217c7f,2024-07-03T19:07:00,u_75,i_239,view
a0b5ce0c-d6a7-4692-82bc-dd9bb2f11b42,2024-07-14T04:54:00,u_96,i_236,view
c89c68fa-1c8d-4314-a2b7-9e5f58ba87ce,2024-06-10T06:30:00,u_72,i_206,add_to_cart
cd0b0a59-3b4d-4fc4-9812-6dd05428afcc,2024-05-09T22:07:00,u_131,i_47,view
7543c6f1-3172-4df1-9501-9c22a4cc67a2,2024-05-12T09:09:00,u_96,i_175,view
5955b107-a4cf-4e35-b350-c730cf57ab8c,2024-07-07T08:32:00,u_63,i_137,view
3aaa6a0c-01a9-4e27-90f6-a55de1c78ce0,2024-05-01T17:59:00,u_180,i_124,view
873139ee-3612-4dd9-b41e-f7b06d466dcb,2024-07-21T07:26:00,u_128,i_41,view
0d2f2165-62e6-42b7-96f7-b22c40361147,2024-07-24T08:29:00,u_106,i_77,view
3ee73456-92e7-4886-ba83-71c117ad95b2,2024-07-22T21:15:00,u_133,i_105,view
108ad0a7-ee48-42da-a6b6-5443059e2f92,2024-08-08T10:31:00,u_85,i_6,view
c97129ef-c6ca-4cce-8054-9aeed8b0d5ee,2024-06-13T23:11:00,u_92,i_188,view
c4ad5fe2-fe09-445e-b8e3-be15eb607fa9,2024-06-06T20:45:00,u_138,i_74,add_to_cart
ae8a68fd-df9d-4969-834f-0cf7cbfa347a,2024-05-15T05:58:00,u_149,i_266,view
73b5a268-7538-4c7d-9809-5c02af3d3bde,2024-08-27T17:39:00,u_190,i_197,view
b1487528-358d-4025-91ba-568964e59aee,2024-05-08T19:26:00,u_189,i_68,view
f78bb066-1662-4bff-877b-ae0faed12a62,2024-06-22T11:21:00,u_145,i_174,view
7a05f388-a21d-408b-9df6-203bda822486,2024-06-09T17:31:00,u_73,i_227,purchase
1ab73e09-bc7b-48d5-af51-2d43cac8fa1b,2024-08-18T22:53:00,u_156,i_286,view
019fe47c-f283-4e44-bf2d-e6a3f0768c4f,2024-05-28T10:06:00,u_73,i_277,purchase
ddb3e517-7c87-4aa6-a749-ef00212b83be,2024-05-08T05:16:00,u_149,i_112,view
7e4fbebd-0acd-4d94-ae4d-6bda9f416900,2024-07-09T05:21:00,u_134,i_79,view
87cf24db-bb80-4e3a-9f3c-c023f0b4fec5,2024-07-11T08:45:00,u_163,i_266,view
1e8d333a-3f93-49f3-a123-62ced369a82f,2024-07-15T23:03:00,u_40,i_114,view
01ec058e-b2af-4088-89e0-39b4a11f30bf,2024-06-22T19:40:00,u_125,i_59,view
44183348-c36d-4eb5-a024-926ff431e592,2024-06-19T13:25:00,u_16,i_131,view
ecb0d079-17d6-4928-b506-d11aeb26430b,2024-07-30T21:21:00,u_91,i_156,view
500665d2-bca8-4aa4-8e57-fc5eba6ce1b7,2024-06-19T23:42:00,u_70,i_161,add_to_cart
bcaaecf2-4460-438b-b921-6eb993419127,2024-06-06T12:37:00,u_39,i_95,view
c4ce2718-afb6-4f5c-a67b-6d0810bb660d,2024-05-09T15:27:00,u_78,i_43,view
0b67954d-8f14-41d1-a616-bf3c4aea0de6,2024-07-15T05:43:00,u_31,i_293,view
47361a92-d39c-41dc-839d-f5ce7fdbf011,2024-05-17T14:15:00,u_118,i_45,add_to_cart
97dfb53c-f92c-47fd-b929-e6bb29e96e45,2024-05-10T12:01:00,u_96,i_240,view
db60f349-ae90-425e-b03b-12d86d75a2a8,2024-05-06T06:09:00,u_12,i_170,view
ff0784f1-477b-46d6-b994-43e7172dafc6,2024-07-25T22:32:00,u_125,i_98,view
18000a73-945e-4034-b840-3c151f41c082,2024-05-24T00:32:00,u_66,i_142,view
76fcfcb0-af68-4c0b-b411-0ba69474748e,2024-07-01T17:35:00,u_42,i_86,add_to_cart
4a38dd7b-36c7-4bec-901a-60ffa022ded8,2024-05-30T19:10:00,u_163,i_177,view
d918e5ed-f7ad-47c2-b46e-02a080051bf5,2024-05-29T20:31:00,u_156,i_247,view
18ba3a77-78da-4fb5-a96f-749fe16a9531,2024-07-31T06:13:00,u_124,i_144,view
8774bb59-c4c5-4bda-ad1a-bc4165f08cdd,2024-08-08T09:55:00,u_58,i_137,purchase
1593d20e-30ce-433b-bd13-6467bd3c1fd0,2024-07-03T00:38:00,u_102,i_39,view
c216187e-4d02-4adf-b640-8e9d3ef64ec5,2024-07-22T20:56:00,u_135,i_282,view
7eb20e19-77c3-4ed1-aa35-6342ab7ac109,2024-07-25T15:29:00,u_185,i_54,view
e4ebcc84-0e24-47ad-9a92-69a78b5765d4,2024-06-27T11:25:00,u_109,i_236,view
f2ae848c-8892-484d-88dc-0326502f8837,2024-05-04T14:38:00,u_119,i_242,view
e7d198e4-a4fc-4f10-88f1-9961aa9db48e,2024-06-10T14:28:00,u_82,i_232,view
ae52b559-b43c-4a59-9988-808290ac29ca,2024-06-13T06:14:00,u_179,i_102,view
38be034e-a908-4f03-9c0f-2ff0ff5b5dc0,2024-06-07T13:26:00,u_115,i_251,view
4ce021da-9008-4cf6-b79a-3579a385665e,2024-07-11T06:42:00,u_185,i_43,view
5f20c67b-9d97-435b-9200-9d6c04326f53,2024-07-25T03:07:00,u_17,i_8,view
353d039b-ac36-45ee-a39e-5318ecb04deb,2024-06-05T12:09:00,u_31,i_225,view
35894b90-16bc-4dae-bb74-d39e3f21dc74,2024-07-20T06:33:00,u_198,i_249,add_to_cart
f1f2803d-82db-4fc1-a91a-2bb2412c7158,2024-08-24T03:55:00,u_179,i_300,view
d7517b2b-2ccc-4440-af5a-756a9b41cf18,2024-08-06T03:17:00,u_40,i_282,view
3a865728-72ee-4872-97eb-b8d54f6b67f9,2024-05-16T22:45:00,u_146,i_52,view
406faf7d-f7c6-46c9-94f8-f4cd5d05a116,2024-06-02T14:25:00,u_34,i_210,view
9edd8c2a-3814-43d3-aa21-2489660d907f,2024-08-11T12:56:00,u_91,i_158,view
7b0d96d1-1f03-427d-9f9d-850aefb0e28e,2024-07-15T05:43:00,u_106,i_130,view
4f8ca3a2-07db-485b-90b5-29e4641b5b5d,2024-06-17T00:47:00,u_142,i_252,view
20431c3c-3ff4-40ca-a6e8-f54797899771,2024-07-24T01:17:00,u_199,i_235,view
440f48e4-7221-433f-8ca5-a47c7670665a,2024-06-04T04:50:00,u_154,i_132,view
5dc1c75a-7f92-464d-bd94-8472d2b4e31f,2024-07-30T14:30:00,u_53,i_197,add_to_cart
c0f6fd2e-3589-403f-a8af-7af42184749a,2024-07-26T21:28:00,u_99,i_67,view
6ef2061d-604e-4a9d-868b-7d65c49c0bcb,2024-05-01T04:59:00,u_90,i_283,view
7f564e9d-0877-4ed0-92b2-dd1891853ab8,2024-06-26T23:07:00,u_37,i_154,add_to_cart
1e1ff513-2a31-44ee-b1b2-20f5298f016a,2024-08-08T06:31:00,u_55,i_78,add_to_cart
77d5d04a-7657-4c2c-998b-0e57eb41f8b0,2024-07-19T22:07:00,u_91,i_89,view
1e3a162d-2ae0-4af1-8b14-ea75c68063ce,2024-05-02T21:02:00,u_141,i_75,view
7034cd96-b917-425d-805f-f12933b46aa7,2024-08-07T17:40:00,u_168,i_131,view
057fc33f-3bc6-42ba-92ca-940ba779e0d3,2024-06-26T06:10:00,u_148,i_153,view
4e103637-dcab-4528-a1d3-25fa6c110654,2024-07-21T21:01:00,u_184,i_161,view
a672c22f-4a49-4d4a-9f14-b5f674d8b712,2024-06-04T09:58:00,u_157,i_272,view
1379a074-2107-4d9a-be42-257b4713bff8,2024-06-03T20:18:00,u_59,i_113,view
e0cd985c-95c3-4015-9991-92e175820b59,2024-07-30T16:26:00,u_92,i_45,add_to_cart
0763ec75-1ecd-4aa0-a857-ca2f8fe4a756,2024-06-08T04:35:00,u_183,i_276,view
d13e3bc0-1020-43b4-b4fe-701638f94bf4,2024-08-08T20:55:00,u_4,i_183,view
84b463a8-db29-407b-b151-5298c7474373,2024-08-03T13:29:00,u_26,i_103,view
